,team_id,sim_id,draft_position,proj_total_points,proj_position,positions,players
45,60e43757-a903-4c72-bdb4-812ef2d1ec85,4,5,1707.7600000000004,6,['RB' 'WR' 'WR' 'RB' 'TE' 'QB' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['RB4' 'WR9' 'WR22' 'RB15' 'TE18' 'QB4' 'WR30' 'WR42' 'RB40' 'QB14' 'RB29'
 'K10' 'DST8']"
46,1902b495-63a2-4bfb-a65d-0ec33c020eac,4,2,1742.56,7,['RB' 'WR' 'QB' 'RB' 'WR' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['RB1' 'WR5' 'QB5' 'RB16' 'WR25' 'TE5' 'WR12' 'WR49' 'QB25' 'RB30' 'RB28'
 'K8' 'DST4']"
47,ef363671-01d4-41cb-997d-dec4dd6dfd6c,4,9,1753.3000000000004,8,['WR' 'WR' 'RB' 'RB' 'QB' 'TE' 'RB' 'QB' 'WR' 'WR' 'RB' 'K' 'DST'],"['WR18' 'WR1' 'RB14' 'RB10' 'QB8' 'TE19' 'RB21' 'QB13' 'WR55' 'WR44'
 'RB34' 'K5' 'DST2']"
48,22db70a9-07f1-4142-b126-e914753616ef,4,1,1757.5,9,['WR' 'RB' 'QB' 'RB' 'WR' 'TE' 'RB' 'QB' 'RB' 'WR' 'WR' 'DST' 'K'],"['WR2' 'RB7' 'QB7' 'RB9' 'WR10' 'TE7' 'RB20' 'QB9' 'RB25' 'WR86' 'WR46'
 'DST1' 'K3']"
49,a6abbdb6-8641-47d4-9d7a-7acaa7ee2b01,4,3,1814.2800000000004,10,['RB' 'RB' 'WR' 'QB' 'WR' 'TE' 'WR' 'RB' 'WR' 'QB' 'RB' 'DST' 'K'],"['RB6' 'RB2' 'WR11' 'QB3' 'WR14' 'TE6' 'WR40' 'RB37' 'WR26' 'QB27' 'RB35'
 'DST5' 'K13']"
50,8d1d2b67-79c9-45d5-b0b3-b4bd4152a140,5,9,1636.48,1,['WR' 'RB' 'WR' 'RB' 'TE' 'QB' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR8' 'RB14' 'WR15' 'RB10' 'TE18' 'QB9' 'WR23' 'WR32' 'QB10' 'RB35'
 'RB43' 'K2' 'DST8']"
51,8eb19cee-68be-4f54-a445-59e54fff7ff8,5,6,1658.58,2,['WR' 'RB' 'QB' 'RB' 'WR' 'TE' 'WR' 'RB' 'RB' 'WR' 'QB' 'K' 'DST'],"['WR9' 'RB7' 'QB1' 'RB15' 'WR25' 'TE23' 'WR4' 'RB21' 'RB40' 'WR72' 'QB22'
 'K5' 'DST11']"
52,b3c1e456-eddd-4c83-bfb2-c02e8c063111,5,8,1666.46,3,['WR' 'WR' 'RB' 'RB' 'QB' 'TE' 'RB' 'QB' 'WR' 'WR' 'RB' 'K' 'DST'],"['WR2' 'WR13' 'RB5' 'RB19' 'QB15' 'TE6' 'RB13' 'QB13' 'WR86' 'WR26' 'RB60'
 'K10' 'DST27']"
53,c59a746c-cfcd-4cb1-a9f7-bca48efb0905,5,3,1683.4,4,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'WR' 'RB' 'QB' 'DST' 'K'],"['WR7' 'RB12' 'WR11' 'RB17' 'QB8' 'TE7' 'RB23' 'WR40' 'WR55' 'RB36' 'QB19'
 'DST1' 'K9']"
54,9536ebe1-db07-4c2d-a1f9-40623b56af70,5,10,1688.4799999999998,5,['QB' 'TE' 'WR' 'RB' 'WR' 'RB' 'WR' 'QB' 'WR' 'RB' 'RB' 'K' 'DST'],"['QB2' 'TE1' 'WR16' 'RB27' 'WR10' 'RB20' 'WR6' 'QB6' 'WR62' 'RB24' 'RB41'
 'K3' 'DST9']"
55,2313a5d0-5234-47f7-84e5-94595c95c8dd,5,4,1711.16,6,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['RB4' 'WR3' 'WR22' 'RB16' 'QB3' 'TE4' 'WR42' 'WR21' 'QB25' 'RB30' 'RB22'
 'K4' 'DST13']"
56,6833c435-cf68-47e0-a657-09e124ce0558,5,7,1728.42,7,['RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'WR' 'WR' 'RB' 'QB' 'RB' 'DST' 'K'],"['RB6' 'RB8' 'TE3' 'WR14' 'WR37' 'QB4' 'WR36' 'WR19' 'RB42' 'QB27' 'RB28'
 'DST4' 'K34']"
57,363027ca-d789-4910-beff-fd3bc8c5823d,5,5,1778.8799999999999,8,['WR' 'WR' 'RB' 'TE' 'RB' 'QB' 'WR' 'WR' 'RB' 'QB' 'RB' 'DST' 'K'],"['WR1' 'WR5' 'RB9' 'TE2' 'RB18' 'QB26' 'WR30' 'WR27' 'RB26' 'QB28' 'RB29'
 'DST5' 'K6']"
58,223c9ed7-5945-4378-978e-4d44c0adb72a,5,1,1788.58,9,['RB' 'WR' 'WR' 'QB' 'RB' 'TE' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['RB2' 'WR18' 'WR17' 'QB5' 'RB11' 'TE5' 'WR12' 'WR49' 'RB51' 'QB14' 'RB38'
 'K7' 'DST6']"
59,9657135b-0acf-4abe-886c-a835252f48c4,5,2,1812.76,10,['RB' 'RB' 'QB' 'WR' 'WR' 'TE' 'WR' 'RB' 'RB' 'WR' 'QB' 'K' 'DST'],"['RB1' 'RB3' 'QB7' 'WR34' 'WR20' 'TE19' 'WR24' 'RB37' 'RB25' 'WR44' 'QB17'
 'K8' 'DST12']"
60,835160db-207d-4209-a068-ec4738a6d45a,6,6,1639.88,1,['WR' 'WR' 'RB' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR9' 'WR5' 'RB16' 'RB19' 'QB15' 'TE4' 'WR40' 'WR27' 'QB10' 'RB35' 'RB60'
 'K8' 'DST12']"
61,22a07817-264c-4621-a9b9-fcc31b564ca6,6,10,1640.3000000000002,2,['WR' 'QB' 'WR' 'RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR8' 'QB1' 'WR13' 'RB27' 'RB23' 'TE19' 'WR4' 'WR32' 'QB25' 'RB22' 'RB87'
 'K6' 'DST15']"
62,c3b2e42e-db06-4687-8db3-7d0f5ec96323,6,9,1648.5800000000002,3,['WR' 'TE' 'RB' 'RB' 'WR' 'QB' 'WR' 'RB' 'WR' 'RB' 'QB' 'DST' 'K'],"['WR18' 'TE1' 'RB9' 'RB11' 'WR14' 'QB4' 'WR23' 'RB25' 'WR42' 'RB38' 'QB22'
 'DST5' 'K7']"
63,a0a0a77c-caac-4d31-8ff1-eb61a6cfa2a6,6,7,1668.78,4,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'WR' 'QB' 'WR' 'RB' 'RB' 'K' 'DST'],"['RB2' 'WR17' 'WR22' 'RB15' 'QB9' 'TE6' 'WR24' 'QB6' 'WR45' 'RB30' 'RB28'
 'K3' 'DST2']"
64,eb31db34-16f4-4f08-aa7d-6fb5bf28d2e2,6,5,1703.08,5,['RB' 'RB' 'WR' 'WR' 'QB' 'TE' 'RB' 'WR' 'RB' 'WR' 'QB' 'K' 'DST'],"['RB1' 'RB12' 'WR15' 'WR11' 'QB8' 'TE5' 'RB20' 'WR19' 'RB40' 'WR41' 'QB19'
 'K13' 'DST7']"
65,0b290c93-dfa2-49fc-a556-f5a15464da8f,6,8,1732.0999999999997,6,['WR' 'RB' 'WR' 'QB' 'RB' 'TE' 'RB' 'QB' 'WR' 'WR' 'RB' 'DST' 'K'],"['WR7' 'RB4' 'WR16' 'QB3' 'RB18' 'TE10' 'RB21' 'QB13' 'WR44' 'WR46' 'RB41'
 'DST4' 'K4']"
66,0cfe91fd-4fe6-4dc3-a715-7271167c64c5,6,1,1751.24,7,['WR' 'RB' 'RB' 'TE' 'WR' 'QB' 'WR' 'RB' 'RB' 'QB' 'WR' 'K' 'DST'],"['WR2' 'RB8' 'RB14' 'TE2' 'WR20' 'QB26' 'WR36' 'RB37' 'RB51' 'QB28' 'WR86'
 'K1' 'DST8']"
67,702330ca-ae9b-4ac0-b9a3-001f7d189941,6,4,1752.78,8,['RB' 'WR' 'QB' 'RB' 'TE' 'WR' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['RB6' 'WR3' 'QB7' 'RB17' 'TE18' 'WR37' 'WR12' 'WR21' 'RB26' 'QB27' 'RB29'
 'K5' 'DST6']"
68,4cb88749-124b-45b3-bf83-b5805b3a6e84,6,3,1804.0600000000004,9,['RB' 'QB' 'RB' 'WR' 'WR' 'TE' 'RB' 'WR' 'WR' 'RB' 'QB' 'DST' 'K'],"['RB3' 'QB2' 'RB5' 'WR34' 'WR25' 'TE7' 'RB13' 'WR26' 'WR55' 'RB36' 'QB17'
 'DST13' 'K2']"
69,e28c888b-a566-4fef-9671-cd007df4c3a8,6,2,1831.8,10,['WR' 'RB' 'QB' 'TE' 'WR' 'RB' 'WR' 'WR' 'RB' 'QB' 'RB' 'DST' 'K'],"['WR1' 'RB7' 'QB5' 'TE3' 'WR10' 'RB10' 'WR6' 'WR30' 'RB42' 'QB14' 'RB24'
 'DST1' 'K17']"
70,67212997-ee8f-40d0-aab1-1091a1c4d589,7,10,1619.2,1,['WR' 'WR' 'TE' 'RB' 'RB' 'QB' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR9' 'WR17' 'TE2' 'RB18' 'RB16' 'QB9' 'WR19' 'WR55' 'QB10' 'RB22' 'RB43'
 'K10' 'DST21']"
71,41ae423a-1f2c-4f2b-aca1-2c74dce811a3,7,7,1636.8399999999997,2,['RB' 'RB' 'WR' 'WR' 'QB' 'TE' 'RB' 'RB' 'WR' 'WR' 'QB' 'K' 'DST'],"['RB8' 'RB14' 'WR22' 'WR14' 'QB8' 'TE4' 'RB17' 'RB25' 'WR86' 'WR62' 'QB17'
 'K5' 'DST13']"
72,7204b40e-753a-4e59-9fac-5f324e832c5f,7,8,1644.1799999999998,3,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'WR' 'QB' 'RB' 'DST' 'K'],"['WR8' 'RB7' 'WR34' 'RB19' 'QB15' 'TE10' 'RB21' 'WR32' 'WR27' 'QB27'
 'RB60' 'DST6' 'K4']"
73,45226b12-a276-4e5e-95e0-61be254a2332,7,9,1682.4800000000005,4,['QB' 'WR' 'WR' 'RB' 'RB' 'TE' 'WR' 'QB' 'WR' 'RB' 'RB' 'K' 'DST'],"['QB2' 'WR13' 'WR16' 'RB27' 'RB10' 'TE5' 'WR4' 'QB13' 'WR44' 'RB35' 'RB34'
 'K7' 'DST12']"
74,e3db65f8-ef9f-4055-8190-8ab68f0ace83,7,4,1710.06,5,['WR' 'WR' 'QB' 'RB' 'RB' 'TE' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['WR7' 'WR3' 'QB7' 'RB11' 'RB23' 'TE7' 'WR6' 'WR26' 'RB42' 'QB28' 'RB38'
 'K8' 'DST8']"
